"Player_name","Team","Level","N","AVG","wOBA","HRpct","Kpct","BBpct","BABIP","ID","Diff"
"伊藤　準規","D","Top",30,0.074,0.086,0,50,3.3,0.167,"伊藤　準規 D",-14
"伊藤　大智郎","H","Farm",0,NA,NA,NA,NA,NA,NA,"伊藤　大智郎 H",0
"伊藤　拓郎","DB","Farm",0,NA,NA,NA,NA,NA,NA,"伊藤　拓郎 DB",NA
"伊藤　拓郎","DB","Top",0,NA,NA,NA,NA,NA,NA,"伊藤　拓郎 DB",NA
"伊藤　隼太","T","Farm",1161,0.265,0.329,1.72,13.3,9.9,0.293,"伊藤　隼太 T",120
"伊藤　隼太","T","Top",535,0.238,0.272,1.68,22.6,5.8,0.294,"伊藤　隼太 T",120
"伊藤　祐介","H","Farm",1,NA,0.692,0,0,100,NA,"伊藤　祐介 H",0
"伊藤　和雄","T","Farm",9,0.167,0.289,0,22.2,11.1,0.25,"伊藤　和雄 T",0
"伊藤　和雄","T","Top",1,0,0,0,0,0,0,"伊藤　和雄 T",0
"井口　資仁","M","Top",2122,0.261,0.339,2.68,18.6,10.3,0.302,"井口　資仁 M",-320
"井口　和朋","F","Farm",0,NA,NA,NA,NA,NA,NA,"井口　和朋 F",0
"井口　和朋","F","Top",0,NA,NA,NA,NA,NA,NA,"井口　和朋 F",0
"井坂　亮平","E","Farm",0,NA,NA,NA,NA,NA,NA,"井坂　亮平 E",NA
"井手　正太郎","DB","Farm",933,0.279,0.331,2.47,13.1,8.3,0.301,"井手　正太郎 DB",184
"井手　正太郎","DB","Top",337,0.255,0.299,2.97,19.6,4.7,0.288,"井手　正太郎 DB",184
"井上　公志","D","Farm",0,NA,NA,NA,NA,NA,NA,"井上　公志 D",NA
"井上　公志","D","Top",1,1,0.865,0,0,0,1,"井上　公志 D",NA
"井上　晴哉","M","Farm",847,0.34,0.426,5.07,14.8,10.5,0.36,"井上　晴哉 M",194
"井上　晴哉","M","Top",338,0.223,0.263,1.18,19.8,5,0.271,"井上　晴哉 M",194
"井上　雄介","E","Farm",0,NA,NA,NA,NA,NA,NA,"井上　雄介 E",NA
"井上　雄介","E","Top",0,NA,NA,NA,NA,NA,NA,"井上　雄介 E",NA
"井生　崇光","C","Farm",109,0.242,0.271,0.92,10.1,7.3,0.261,"井生　崇光 C",NA
"井川　慶","Bs","Farm",16,0.231,0.236,0,25,0,0.333,"井川　慶 Bs",NA
"井川　慶","Bs","Top",2,0.5,0.432,0,50,0,1,"井川　慶 Bs",NA
"井端　弘和","D","Farm",8,0.625,0.541,0,12.5,0,0.714,"井端　弘和 D",NA
"井端　弘和","D","Top",929,0.265,0.295,0.32,11.8,9.7,0.303,"井端　弘和 D",NA
"井端　弘和","G","Farm",28,0.261,0.314,0,14.3,10.7,0.316,"井端　弘和 G",NA
"井端　弘和","G","Top",508,0.242,0.286,0.78,11.8,10.8,0.272,"井端　弘和 G",NA
"井藤　真吾","D","Farm",574,0.26,0.284,0.17,16,7.1,0.313,"井藤　真吾 D",NA
"井藤　真吾","D","Top",4,0,0,0,0,0,0,"井藤　真吾 D",NA
"井納　翔一","DB","Farm",2,0,0,0,100,0,NA,"井納　翔一 DB",-99
"井納　翔一","DB","Top",216,0.124,0.123,0,39.8,0.9,0.224,"井納　翔一 DB",-99
"井野　卓","E","Farm",87,0.241,0.228,0,17.2,2.3,0.29,"井野　卓 E",NA
"井野　卓","G","Farm",99,0.253,0.309,0,17.2,13.1,0.314,"井野　卓 G",NA
"井野　卓","G","Top",8,0,0.099,0,25,12.5,0,"井野　卓 G",NA
"井野　卓","S","Farm",233,0.228,0.251,0,16.7,10.3,0.279,"井野　卓 S",160
"井野　卓","S","Top",14,0.154,0.133,0,14.3,0,0.182,"井野　卓 S",160
"井領　雅貴","D","Farm",651,0.261,0.306,0.46,14.1,7.7,0.302,"井領　雅貴 D",314
"井領　雅貴","D","Top",72,0.186,0.211,1.39,22.2,2.8,0.226,"井領　雅貴 D",314
"磯村　嘉孝","C","Farm",789,0.274,0.306,1.14,10.5,5.7,0.3,"磯村　嘉孝 C",89
"磯村　嘉孝","C","Top",77,0.2,0.259,2.6,18.2,6.5,0.222,"磯村　嘉孝 C",89
"一岡　竜司","C","Farm",0,NA,NA,NA,NA,NA,NA,"一岡　竜司 C",0
"一岡　竜司","C","Top",0,NA,NA,NA,NA,NA,NA,"一岡　竜司 C",0
"一岡　竜司","G","Farm",0,NA,NA,NA,NA,NA,NA,"一岡　竜司 G",NA
"一岡　竜司","G","Top",0,NA,NA,NA,NA,NA,NA,"一岡　竜司 G",NA
"一輝","DB","Farm",136,0.313,0.393,2.94,21.3,11.8,0.372,"一輝 DB",NA
"一輝","DB","Top",62,0.175,0.204,0,33.9,6.5,0.278,"一輝 DB",NA
"一場　靖弘","S","Farm",0,NA,NA,NA,NA,NA,NA,"一場　靖弘 S",NA
"一二三　慎太","T","Farm",604,0.21,0.253,1.66,30,5.8,0.289,"一二三　慎太 T",12
"稲倉　大輝","Bs","Farm",45,0.091,0.138,2.22,46.7,2.2,0.136,"稲倉　大輝 Bs",NA
"稲田　直人","E","Farm",173,0.208,0.238,0,9.2,5.2,0.229,"稲田　直人 E",NA
"稲田　直人","E","Top",4,0.25,0.216,0,0,0,0.25,"稲田　直人 E",NA
"稲葉　篤紀","F","Farm",33,0.333,0.403,6.06,18.2,9.1,0.364,"稲葉　篤紀 F",NA
"稲葉　篤紀","F","Top",871,0.256,0.305,1.83,15,7.2,0.288,"稲葉　篤紀 F",NA
"隠善　智也","G","Farm",978,0.305,0.327,1.43,9.7,4.6,0.324,"隠善　智也 G",NA
"隠善　智也","G","Top",57,0.25,0.25,0,15.8,7,0.302,"隠善　智也 G",NA
"宇佐見　真吾","G","Farm",231,0.229,0.264,1.3,21.6,8.7,0.286,"宇佐見　真吾 G",186
"宇佐見　真吾","G","Top",45,0.35,0.454,8.89,31.1,6.7,0.455,"宇佐見　真吾 G",186
"宇佐美　塁大","F","Farm",1241,0.201,0.279,2.42,29.7,8.6,0.271,"宇佐美　塁大 F",499
"雨宮　敬","G","Farm",0,NA,NA,NA,NA,NA,NA,"雨宮　敬 G",NA
"鵜久森　淳志","F","Farm",1020,0.271,0.336,3.04,14.2,8.6,0.288,"鵜久森　淳志 F",NA
"鵜久森　淳志","F","Top",135,0.177,0.239,2.96,21.5,7.4,0.198,"鵜久森　淳志 F",NA
"鵜久森　淳志","S","Farm",337,0.253,0.295,1.19,12.8,9.8,0.281,"鵜久森　淳志 S",100
"鵜久森　淳志","S","Top",237,0.238,0.286,2.11,15.6,5.9,0.267,"鵜久森　淳志 S",100
"浦野　博司","F","Farm",0,NA,NA,NA,NA,NA,NA,"浦野　博司 F",0
"浦野　博司","F","Top",4,0,0,0,75,0,NA,"浦野　博司 F",0
"運天　ジョン・クレイトン","F","Farm",0,NA,NA,NA,NA,NA,NA,"運天　ジョン・クレイトン F",NA
"永井　怜","E","Farm",0,NA,NA,NA,NA,NA,NA,"永井　怜 E",NA
"永井　怜","E","Top",3,0,0,0,100,0,NA,"永井　怜 E",NA
"永江　恭平","L","Farm",870,0.247,0.279,1.15,26.3,5.9,0.334,"永江　恭平 L",139
"永江　恭平","L","Top",359,0.157,0.198,0.56,32.9,4.7,0.246,"永江　恭平 L",139
"永川　光浩","C","Farm",0,NA,NA,NA,NA,NA,NA,"永川　光浩 C",NA
"永川　勝浩","C","Farm",3,0.333,0.288,0,66.7,0,1,"永川　勝浩 C",0
"永川　勝浩","C","Top",0,NA,NA,NA,NA,NA,NA,"永川　勝浩 C",0
"英智","D","Farm",91,0.253,0.249,0,15.4,4.4,0.3,"英智 D",NA
"英智","D","Top",24,0.211,0.232,0,16.7,4.2,0.267,"英智 D",NA
"益田　直也","M","Farm",0,NA,NA,NA,NA,NA,NA,"益田　直也 M",0
"益田　直也","M","Top",2,0,0,0,100,0,NA,"益田　直也 M",0
"越智　大祐","G","Farm",0,NA,NA,NA,NA,NA,NA,"越智　大祐 G",NA
"越智　大祐","G","Top",0,NA,NA,NA,NA,NA,NA,"越智　大祐 G",NA
"榎下　陽大","F","Farm",0,NA,NA,NA,NA,NA,NA,"榎下　陽大 F",0
"榎下　陽大","F","Top",0,NA,NA,NA,NA,NA,NA,"榎下　陽大 F",0
"榎田　大樹","T","Farm",6,0,0.115,0,66.7,16.7,0,"榎田　大樹 T",2
"榎田　大樹","T","Top",40,0.121,0.105,0,42.5,0,0.25,"榎田　大樹 T",2
"榎本　葵","E","Farm",1427,0.276,0.316,1.33,12.8,6.3,0.308,"榎本　葵 E",130
"榎本　葵","E","Top",75,0.116,0.176,0,25.3,6.7,0.16,"榎本　葵 E",130
"榎本　葵","S","Farm",370,0.229,0.286,0,9.7,11.1,0.258,"榎本　葵 S",362
"榎本　葵","S","Top",8,0.143,0.195,0,50,12.5,0.333,"榎本　葵 S",362
"円谷　英俊","G","Farm",109,0.258,0.258,0,15.6,5.5,0.312,"円谷　英俊 G",NA
"園部　聡","Bs","Farm",724,0.21,0.293,2.9,24.3,11.5,0.254,"園部　聡 Bs",424
"園部　聡","Bs","Top",57,0.204,0.25,1.75,42.1,3.5,0.345,"園部　聡 Bs",424
"遠藤　一星","D","Farm",506,0.286,0.34,0.99,16.6,6.5,0.337,"遠藤　一星 D",195
"遠藤　一星","D","Top",341,0.237,0.287,1.76,18.5,5.9,0.279,"遠藤　一星 D",195
"塩見　貴洋","E","Farm",0,NA,NA,NA,NA,NA,NA,"塩見　貴洋 E",-4
"塩見　貴洋","E","Top",14,0.143,0.157,0,28.6,0,0.2,"塩見　貴洋 E",-4
"奥村　展征","G","Farm",283,0.212,0.261,0.71,21.9,8.1,0.275,"奥村　展征 G",NA
"奥村　展征","S","Farm",707,0.225,0.271,0.71,17.1,9.8,0.272,"奥村　展征 S",467
"奥村　展征","S","Top",133,0.227,0.255,0,26.3,8.3,0.317,"奥村　展征 S",467
"奥浪　鏡","Bs","Farm",1165,0.223,0.298,1.8,22.7,11.2,0.28,"奥浪　鏡 Bs",379
"奥浪　鏡","Bs","Top",42,0.265,0.34,0,26.2,16.7,0.391,"奥浪　鏡 Bs",379
"押本　健彦","S","Farm",0,NA,NA,NA,NA,NA,NA,"押本　健彦 S",NA
"押本　健彦","S","Top",1,NA,0.692,0,0,100,NA,"押本　健彦 S",NA
"横山　貴明","E","Farm",0,NA,NA,NA,NA,NA,NA,"横山　貴明 E",0
"横山　貴明","E","Top",0,NA,NA,NA,NA,NA,NA,"横山　貴明 E",0
"横山　弘樹","C","Farm",16,0,0,0,25,0,0,"横山　弘樹 C",4
"横山　弘樹","C","Top",12,0,0.069,0,50,8.3,0,"横山　弘樹 C",4
"横山　徹也","Bs","Farm",141,0.188,0.248,0,17,9.9,0.237,"横山　徹也 Bs",NA
"横山　徹也","Bs","Top",27,0.24,0.226,0,18.5,3.7,0.3,"横山　徹也 Bs",NA
"横山　徹也","E","Farm",13,0.083,0.103,0,23.1,0,0.1,"横山　徹也 E",NA
"横山　雄哉","T","Farm",2,0,0,0,50,0,0,"横山　雄哉 T",-9
"横山　雄哉","T","Top",11,0.1,0.133,0,45.4,0,0.2,"横山　雄哉 T",-9
"横山　竜士","C","Farm",1,NA,NA,0,0,0,NA,"横山　竜士 C",NA
"横山　竜士","C","Top",0,NA,NA,NA,NA,NA,NA,"横山　竜士 C",NA
"横山　龍之介","T","Farm",0,NA,NA,NA,NA,NA,NA,"横山　龍之介 T",NA
"横川　史学","E","Farm",276,0.23,0.318,2.17,20.7,12,0.278,"横川　史学 E",NA
"横川　史学","E","Top",22,0.15,0.181,0,31.8,9.1,0.231,"横川　史学 E",NA
"横川　史学","G","Farm",566,0.266,0.336,2.82,15.7,9.9,0.294,"横川　史学 G",NA
"横川　史学","G","Top",21,0.263,0.351,4.76,28.6,9.5,0.333,"横川　史学 G",NA
"横田　慎太郎","T","Farm",890,0.233,0.281,2.25,23.9,4.8,0.289,"横田　慎太郎 T",225
"横田　慎太郎","T","Top",109,0.19,0.193,0,11.9,1.8,0.217,"横田　慎太郎 T",225
"横尾　俊建","F","Farm",569,0.258,0.334,4.04,19.6,6.7,0.285,"横尾　俊建 F",403
"横尾　俊建","F","Top",166,0.225,0.295,4.22,28.9,6.6,0.278,"横尾　俊建 F",403
"王　溢正","DB","Farm",0,NA,NA,NA,NA,NA,NA,"王　溢正 DB",NA
"王　溢正","DB","Top",6,0,0,0,50,0,0,"王　溢正 DB",NA
"岡　大海","F","Farm",335,0.267,0.362,3.58,21.8,9.8,0.318,"岡　大海 F",-27
"岡　大海","F","Top",619,0.246,0.285,0.97,21.5,6.3,0.312,"岡　大海 F",-27
"岡崎　太一","T","Farm",266,0.233,0.273,0.38,14.6,10.5,0.272,"岡崎　太一 T",NA
"岡崎　太一","T","Top",14,0.091,0.133,0,14.3,0,0.111,"岡崎　太一 T",NA
"岡田　雅利","L","Farm",110,0.37,0.402,0.91,10,9.1,0.412,"岡田　雅利 L",-229
"岡田　雅利","L","Top",341,0.226,0.261,0.29,18.5,6.4,0.285,"岡田　雅利 L",-229
"岡田　幸文","M","Farm",158,0.313,0.32,0,5,5.1,0.329,"岡田　幸文 M",-238
"岡田　幸文","M","Top",1687,0.258,0.267,0,10.1,4.9,0.29,"岡田　幸文 M",-238
"岡田　俊哉","D","Farm",1,0,0,0,0,0,0,"岡田　俊哉 D",0
"岡田　俊哉","D","Top",24,0,0.036,0,25,4.2,0,"岡田　俊哉 D",0
"岡田　明丈","C","Farm",4,0,0,0,50,0,0,"岡田　明丈 C",-77
"岡田　明丈","C","Top",81,0.108,0.114,0,45.7,1.2,0.216,"岡田　明丈 C",-77
"岡島　豪郎","E","Farm",233,0.291,0.317,0.43,9.9,8.6,0.321,"岡島　豪郎 E",-873
"岡島　豪郎","E","Top",2043,0.266,0.311,0.98,12,9.1,0.297,"岡島　豪郎 E",-873
"岡島　秀樹","DB","Farm",0,NA,NA,NA,NA,NA,NA,"岡島　秀樹 DB",NA
"岡島　秀樹","DB","Top",0,NA,NA,NA,NA,NA,NA,"岡島　秀樹 DB",NA
"岡島　秀樹","H","Farm",0,NA,NA,NA,NA,NA,NA,"岡島　秀樹 H",NA
"岡島　秀樹","H","Top",0,NA,NA,NA,NA,NA,NA,"岡島　秀樹 H",NA
"岡本　健","H","Farm",0,NA,NA,NA,NA,NA,NA,"岡本　健 H",-1
"岡本　健","H","Top",1,0,0,0,100,0,NA,"岡本　健 H",-1
"岡本　篤志","L","Farm",0,NA,NA,NA,NA,NA,NA,"岡本　篤志 L",0
"岡本　篤志","L","Top",0,NA,NA,NA,NA,NA,NA,"岡本　篤志 L",0
"岡本　洋介","L","Farm",0,NA,NA,NA,NA,NA,NA,"岡本　洋介 L",-2
"岡本　洋介","L","Top",2,0,0,0,100,0,NA,"岡本　洋介 L",-2
"岡本　和真","G","Farm",1064,0.264,0.338,2.72,20.9,8,0.311,"岡本　和真 G",762
"岡本　和真","G","Top",76,0.188,0.24,1.32,21.1,7.9,0.231,"岡本　和真 G",762
"岡﨑　太一","T","Farm",65,0.155,0.194,0,10.8,7.7,0.176,"岡﨑　太一 T",-64
"岡﨑　太一","T","Top",129,0.2,0.257,1.55,21,9.3,0.247,"岡﨑　太一 T",-64
"岡﨑　大輔","Bs","Farm",216,0.156,0.159,0,20.4,1.8,0.2,"岡﨑　大輔 Bs",202
"岡﨑　大輔","Bs","Top",14,0.143,0.124,0,21.4,0,0.182,"岡﨑　大輔 Bs",202
"荻野　貴幸","G","Farm",66,0.24,0.258,0,10.6,7.6,0.277,"荻野　貴幸 G",NA
"荻野　貴司","M","Farm",597,0.32,0.384,2.51,6.2,8.4,0.321,"荻野　貴司 M",-457
"荻野　貴司","M","Top",1660,0.261,0.303,1.08,9.9,6.4,0.283,"荻野　貴司 M",-457
"荻野　忠寛","M","Farm",0,NA,NA,NA,NA,NA,NA,"荻野　忠寛 M",NA
"荻野　忠寛","M","Top",0,NA,NA,NA,NA,NA,NA,"荻野　忠寛 M",NA
"屋宜　照悟","F","Farm",0,NA,NA,NA,NA,NA,NA,"屋宜　照悟 F",0
"屋宜　照悟","F","Top",0,NA,NA,NA,NA,NA,NA,"屋宜　照悟 F",0
"屋宜　照悟","S","Farm",0,NA,NA,NA,NA,NA,NA,"屋宜　照悟 S",0
"屋宜　照悟","S","Top",0,NA,NA,NA,NA,NA,NA,"屋宜　照悟 S",0
"乙坂　智","DB","Farm",1414,0.257,0.313,1.34,17.7,9.7,0.307,"乙坂　智 DB",127
"乙坂　智","DB","Top",330,0.237,0.283,2.12,20,5.2,0.28,"乙坂　智 DB",127
"下園　辰哉","DB","Farm",506,0.285,0.349,1.38,9.3,13.6,0.305,"下園　辰哉 DB",33
"下園　辰哉","DB","Top",492,0.253,0.291,0.61,15.9,9.4,0.301,"下園　辰哉 DB",33
"下妻　貴寛","E","Farm",648,0.202,0.221,0.93,18,1.5,0.24,"下妻　貴寛 E",216
"下妻　貴寛","E","Top",11,0.1,0.086,0,45.5,0,0.2,"下妻　貴寛 E",216
"下水流　昂","C","Farm",866,0.272,0.346,3.23,18.1,9.6,0.307,"下水流　昂 C",213
"下水流　昂","C","Top",140,0.242,0.317,3.57,22.8,8.6,0.286,"下水流　昂 C",213
"下柳　剛","E","Farm",0,NA,NA,NA,NA,NA,NA,"下柳　剛 E",NA
"下柳　剛","E","Top",0,NA,NA,NA,NA,NA,NA,"下柳　剛 E",NA
"加賀　繁","DB","Farm",0,NA,NA,NA,NA,NA,NA,"加賀　繁 DB",0
"加賀　繁","DB","Top",6,0.2,0.173,0,50,0,0.5,"加賀　繁 DB",0
"加賀美　希昇","DB","Farm",0,NA,NA,NA,NA,NA,NA,"加賀美　希昇 DB",NA
"加賀美　希昇","DB","Top",34,0.125,0.126,0,26.5,2.9,0.174,"加賀美　希昇 DB",NA
"加治屋　蓮","H","Farm",0,NA,NA,NA,NA,NA,NA,"加治屋　蓮 H",0
"加治屋　蓮","H","Top",0,NA,NA,NA,NA,NA,NA,"加治屋　蓮 H",0
"加治前　竜一","G","Farm",591,0.24,0.303,1.52,10.8,10.3,0.256,"加治前　竜一 G",NA
"加治前　竜一","G","Top",71,0.231,0.238,0,16.9,5.6,0.277,"加治前　竜一 G",NA
"加藤　幹典","S","Farm",0,NA,NA,NA,NA,NA,NA,"加藤　幹典 S",NA
"加藤　貴大","E","Farm",0,NA,NA,NA,NA,NA,NA,"加藤　貴大 E",NA
"加藤　貴之","F","Farm",0,NA,NA,NA,NA,NA,NA,"加藤　貴之 F",-2
"加藤　貴之","F","Top",2,0,0,0,50,0,NA,"加藤　貴之 F",-2
"加藤　健","G","Farm",373,0.273,0.317,2.14,17.4,8.3,0.316,"加藤　健 G",70
"加藤　健","G","Top",146,0.235,0.248,0,22.6,6.2,0.307,"加藤　健 G",70
"加藤　康介","T","Farm",1,0,0,0,100,0,NA,"加藤　康介 T",NA
"加藤　康介","T","Top",0,NA,NA,NA,NA,NA,NA,"加藤　康介 T",NA
"加藤　匠馬","D","Farm",217,0.176,0.191,0.46,27.2,3.7,0.244,"加藤　匠馬 D",131
"加藤　匠馬","D","Top",1,0,0,0,0,0,0,"加藤　匠馬 D",131
"加藤　政義","DB","Farm",497,0.286,0.326,1,13.5,9.9,0.326,"加藤　政義 DB",NA
"加藤　政義","F","Farm",479,0.231,0.271,0.63,13.2,10,0.263,"加藤　政義 F",NA
"加藤　政義","F","Top",36,0.143,0.225,2.78,22.2,11.1,0.15,"加藤　政義 F",NA
"加藤　正志","E","Farm",0,NA,NA,NA,NA,NA,NA,"加藤　正志 E",0
"加藤　正志","E","Top",0,NA,NA,NA,NA,NA,NA,"加藤　正志 E",0
"加藤　聡","D","Farm",84,0.165,0.191,2.38,28.6,1.2,0.208,"加藤　聡 D",NA
"加藤　大輔","E","Farm",0,NA,NA,NA,NA,NA,NA,"加藤　大輔 E",NA
"加藤　大輔","E","Top",0,NA,NA,NA,NA,NA,NA,"加藤　大輔 E",NA
"加藤　拓也","C","Farm",8,0.125,0.108,0,62.5,0,0.333,"加藤　拓也 C",-3
"加藤　拓也","C","Top",11,0,0.063,0,72.7,9.1,0,"加藤　拓也 C",-3
"加藤　翔平","M","Farm",1458,0.312,0.36,2.19,11.5,8.2,0.338,"加藤　翔平 M",-207
"加藤　翔平","M","Top",968,0.251,0.275,0.93,18.5,3.1,0.305,"加藤　翔平 M",-207
"嘉弥真　新也","H","Farm",9,0,0.081,0,55.6,0,0,"嘉弥真　新也 H",-1
"嘉弥真　新也","H","Top",2,0,0,0,50,0,0,"嘉弥真　新也 H",-1
"河田　寿司","E","Farm",369,0.264,0.34,1.62,14.1,14.4,0.298,"河田　寿司 E",NA
"河田　寿司","E","Top",47,0.293,0.294,0,12.8,10.6,0.333,"河田　寿司 E",NA
"河内　貴哉","C","Farm",2,0,0,0,0,0,0,"河内　貴哉 C",NA
"河内　貴哉","C","Top",0,NA,NA,NA,NA,NA,NA,"河内　貴哉 C",NA
"河野　元貴","G","Farm",764,0.209,0.238,0.79,22.5,6.2,0.268,"河野　元貴 G",231
"河野　元貴","G","Top",16,0.063,0.129,6.25,31.2,0,0,"河野　元貴 G",231
"河野　秀数","F","Farm",0,NA,NA,NA,NA,NA,NA,"河野　秀数 F",NA
"河野　秀数","F","Top",0,NA,NA,NA,NA,NA,NA,"河野　秀数 F",NA
"河野　大樹","H","Farm",57,0.178,0.244,0,28.1,14,0.276,"河野　大樹 H",28
"海田　智行","Bs","Farm",10,0,0.069,0,60,10,0,"海田　智行 Bs",0
"海田　智行","Bs","Top",0,NA,NA,NA,NA,NA,NA,"海田　智行 Bs",0
"外崎　修汰","L","Farm",531,0.273,0.353,2.83,16.6,11.9,0.31,"外崎　修汰 L",-299
"外崎　修汰","L","Top",656,0.239,0.289,1.98,22.9,6.4,0.298,"外崎　修汰 L",-299
"柿原　翔樹","Bs","Farm",32,0.25,0.273,0,18.7,0,0.304,"柿原　翔樹 Bs",NA
"柿沼　友哉","M","Farm",278,0.262,0.31,0.36,23,9,0.355,"柿沼　友哉 M",271
"柿沼　友哉","M","Top",7,0,0,0,0,0,0,"柿沼　友哉 M",271
"柿田　裕太","DB","Farm",0,NA,NA,NA,NA,NA,NA,"柿田　裕太 DB",0
"柿澤　貴裕","E","Farm",669,0.248,0.303,1.34,22.6,9.3,0.316,"柿澤　貴裕 E",339
"柿澤　貴裕","G","Farm",238,0.227,0.284,0.42,14.3,10.9,0.266,"柿澤　貴裕 G",238
"角　晃多","M","Farm",1035,0.243,0.276,0.87,13.9,5.4,0.277,"角　晃多 M",NA
"角屋　龍太","Bs","Farm",0,NA,NA,NA,NA,NA,NA,"角屋　龍太 Bs",0
"角屋　龍太","Bs","Top",0,NA,NA,NA,NA,NA,NA,"角屋　龍太 Bs",0
"角中　勝也","M","Farm",108,0.344,0.412,1.85,12,10.2,0.38,"角中　勝也 M",-1043
"角中　勝也","M","Top",3137,0.298,0.351,1.21,11.4,10.9,0.329,"角中　勝也 M",-1043
"郭　俊麟","L","Farm",0,NA,NA,NA,NA,NA,NA,"郭　俊麟 L",0
"郭　俊麟","L","Top",3,0,0,0,66.7,0,NA,"郭　俊麟 L",0
"岳野　竜也","L","Farm",275,0.229,0.292,0.73,16.4,11.6,0.276,"岳野　竜也 L",NA
"笠井　崇正","DB","Farm",0,NA,NA,NA,NA,NA,NA,"笠井　崇正 DB",0
"笠原　将生","G","Farm",0,NA,NA,NA,NA,NA,NA,"笠原　将生 G",NA
"笠原　将生","G","Top",13,0.1,0.259,0,7.7,15.4,0.111,"笠原　将生 G",NA
"笠原　祥太郎","D","Farm",0,NA,NA,NA,NA,NA,NA,"笠原　祥太郎 D",-9
"笠原　祥太郎","D","Top",9,0.143,0.124,0,22.2,0,0.2,"笠原　祥太郎 D",-9
"笠原　大芽","H","Farm",3,0,0,0,33.3,0,NA,"笠原　大芽 H",0
"笠原　大芽","H","Top",0,NA,NA,NA,NA,NA,NA,"笠原　大芽 H",0
"笠谷　俊介","H","Farm",0,NA,NA,NA,NA,NA,NA,"笠谷　俊介 H",0
"笠谷　俊介","H","Top",0,NA,NA,NA,NA,NA,NA,"笠谷　俊介 H",0
"梶谷　隆幸","DB","Farm",168,0.384,0.437,2.98,18.4,11.3,0.459,"梶谷　隆幸 DB",-1010
"梶谷　隆幸","DB","Top",2754,0.264,0.345,3.12,23.8,10.3,0.327,"梶谷　隆幸 DB",-1010
"梶本　勇介","Bs","Farm",413,0.269,0.337,1.45,17.4,9.2,0.319,"梶本　勇介 Bs",NA
"梶本　勇介","Bs","Top",67,0.213,0.253,0,25.4,4.5,0.289,"梶本　勇介 Bs",NA
"釜元　豪","H","Farm",1445,0.275,0.321,0.69,22.4,7.5,0.36,"釜元　豪 H",892
"釜元　豪","H","Top",2,0,0,0,100,0,NA,"釜元　豪 H",892
"釜田　佳直","E","Farm",0,NA,NA,NA,NA,NA,NA,"釜田　佳直 E",-8
"釜田　佳直","E","Top",15,0.133,0.178,0,46.6,0,0.25,"釜田　佳直 E",-8
"鴨志田　貴司","Bs","Farm",1,0,0,0,100,0,NA,"鴨志田　貴司 Bs",NA
"鴨志田　貴司","Bs","Top",0,NA,NA,NA,NA,NA,NA,"鴨志田　貴司 Bs",NA
"乾　真大","F","Farm",0,NA,NA,NA,NA,NA,NA,"乾　真大 F",0
"乾　真大","F","Top",0,NA,NA,NA,NA,NA,NA,"乾　真大 F",0
"乾　真大","G","Farm",0,NA,NA,NA,NA,NA,NA,"乾　真大 G",0
"乾　真大","G","Top",0,NA,NA,NA,NA,NA,NA,"乾　真大 G",0
"勧野　甲輝","E","Farm",191,0.188,0.24,1.05,25.1,6.3,0.248,"勧野　甲輝 E",NA
"勧野　甲輝","H","Farm",139,0.236,0.283,2.16,19.4,7.2,0.278,"勧野　甲輝 H",NA
"関　啓扶","D","Farm",0,NA,NA,NA,NA,NA,NA,"関　啓扶 D",NA
"関口　雄大","F","Farm",121,0.147,0.169,0,16.5,5.8,0.18,"関口　雄大 F",NA
"関根　大気","DB","Farm",933,0.263,0.308,1.18,17.2,7.4,0.314,"関根　大気 DB",190
"関根　大気","DB","Top",298,0.212,0.235,0.34,16.1,3.7,0.253,"関根　大気 DB",190
"関谷　亮太","M","Farm",0,NA,NA,NA,NA,NA,NA,"関谷　亮太 M",-3
"関谷　亮太","M","Top",3,0.5,0.519,0,0,33.3,0.5,"関谷　亮太 M",-3
"関本　賢太郎","T","Farm",25,0.318,0.344,0,16,12,0.389,"関本　賢太郎 T",NA
"関本　賢太郎","T","Top",299,0.244,0.32,0.67,19.7,15.4,0.314,"関本　賢太郎 T",NA
"館山　昌平","S","Farm",5,0,0,0,60,0,0,"館山　昌平 S",-15
"館山　昌平","S","Top",94,0.057,0.138,1.06,45.7,9.6,0.116,"館山　昌平 S",-15
"丸　佳浩","C","Farm",58,0.373,0.448,5.17,24.1,12.1,0.471,"丸　佳浩 C",-1303
"丸　佳浩","C","Top",3520,0.283,0.369,2.81,17.6,14,0.326,"丸　佳浩 C",-1303
"丸山　泰資","D","Farm",0,NA,NA,NA,NA,NA,NA,"丸山　泰資 D",-1
"丸山　泰資","D","Top",1,0,0,0,100,0,NA,"丸山　泰資 D",-1
"丸毛　謙一","Bs","Farm",103,0.277,0.347,0,24.3,14.6,0.397,"丸毛　謙一 Bs",NA
"丸毛　謙一","Bs","Top",0,NA,NA,NA,NA,NA,NA,"丸毛　謙一 Bs",NA
"丸毛　謙一","G","Farm",535,0.214,0.273,2.06,26.9,6.9,0.282,"丸毛　謙一 G",NA
"岸　敬祐","G","Farm",0,NA,NA,NA,NA,NA,NA,"岸　敬祐 G",NA
"岸　敬祐","M","Farm",0,NA,NA,NA,NA,NA,NA,"岸　敬祐 M",NA
"岸　孝之","E","Top",5,0,0,0,60,0,0,"岸　孝之 E",-5
